Campus,Sex,Area ID,Area,Career,Academic Degree,Students
FESI,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias biológicas,Maestría,24
FESI,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias biológicas,Doctorado,14
FESI,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias del mar y limnología,Maestría,8
FESI,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias biológicas,Maestría,18
FESI,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias biológicas,Doctorado,21
FESI,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias biológicas,Doctorado,15
FESI,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias del mar y limnología,Doctorado,2
FESI,Hombre,5,"Ciencias naturales, matemáticas y estadística",Biología,Licenciatura,833
FESI,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias del mar y limnología,Maestría,8
FESI,Hombre,9,Ciencias de la salud,Enfermería,Licenciatura,303
FESI,Hombre,9,Ciencias de la salud,Ortodoncia,Especialidad,5
FESI,Hombre,9,Ciencias de la salud,Estomatología pediátrica,Especialidad,1
FESI,Hombre,9,Ciencias de la salud,Enfermería en salud laboral,Especialidad,0
FESI,Hombre,9,Ciencias de la salud,Ciencias biomédicas,Doctorado,14
FESI,Hombre,9,Ciencias de la salud,Ciencias (neurología),Maestría,4
FESI,Hombre,9,Ciencias de la salud,Enfermería nefrológica,Especialidad,4
FESI,Hombre,9,Ciencias de la salud,Enfermería,Licenciatura,318
FESI,Hombre,9,Ciencias de la salud,Endoperiodontología,Especialidad,1
FESI,Hombre,9,Ciencias de la salud,Ortodoncia,Especialidad,7
FESI,Hombre,9,Ciencias de la salud,Enfermería,Licenciatura,289
FESI,Hombre,9,Ciencias de la salud,Cirujano dentista,Licenciatura,816
FESI,Hombre,9,Ciencias de la salud,Enfermería nefrológica,Especialidad,3
FESI,Hombre,9,Ciencias de la salud,Médico cirujano,Licenciatura,1005
FESI,Hombre,9,Ciencias de la salud,Médico cirujano,Licenciatura,1122
FESI,Hombre,9,Ciencias de la salud,Ciencias (neurología),Maestría,1
FESI,Hombre,9,Ciencias de la salud,Enfermería neurológica,Especialidad,3
FESI,Hombre,9,Ciencias de la salud,Médico cirujano,Licenciatura,966
FESI,Hombre,9,Ciencias de la salud,Enfermería,Maestría,2
FESI,Hombre,9,Ciencias de la salud,Ciencias biomédicas,Doctorado,10
FESI,Hombre,9,Ciencias de la salud,Cirujano dentista,Licenciatura,778
FESI,Hombre,9,Ciencias de la salud,Cirujano dentista,Licenciatura,811
FESI,Hombre,9,Ciencias de la salud,Optometría,Licenciatura,235
FESI,Hombre,9,Ciencias de la salud,Optometría,Licenciatura,234
FESI,Hombre,9,Ciencias de la salud,Ciencias biomédicas,Doctorado,7
FESI,Hombre,9,Ciencias de la salud,Enfermería en salud laboral,Especialidad,1
FESI,Hombre,9,Ciencias de la salud,Endoperiodontología,Especialidad,2
FESI,Hombre,9,Ciencias de la salud,Cirujano dentista,Licenciatura,784
FESI,Hombre,9,Ciencias de la salud,Enfermería,Licenciatura,322
FESI,Hombre,9,Ciencias de la salud,Médico cirujano,Licenciatura,1037
FESI,Hombre,9,Ciencias de la salud,Enfermería en salud en el trabajo,Especialidad,2
FESI,Hombre,9,Ciencias de la salud,Médico cirujano,Licenciatura,940
FESI,Hombre,9,Ciencias de la salud,Estomatología pediátrica,Especialidad,2
FESI,Hombre,9,Ciencias de la salud,Endoperiodontología,Especialidad,4
FESI,Hombre,9,Ciencias de la salud,Ortodoncia,Especialidad,6
FESI,Hombre,9,Ciencias de la salud,Optometría,Licenciatura,218
FESI,Hombre,9,Ciencias de la salud,Optometría,Licenciatura,240
FESI,Hombre,9,Ciencias de la salud,Enfermería,Licenciatura,296
FESI,Hombre,9,Ciencias de la salud,Enfermería neurológica,Especialidad,4
FESI,Hombre,9,Ciencias de la salud,Estomatología pediátrica,Especialidad,1
FESI,Hombre,9,Ciencias de la salud,Endoperiodontología,Especialidad,4
FESI,Hombre,9,Ciencias de la salud,Ortodoncia,Especialidad,6
FESI,Hombre,9,Ciencias de la salud,Cirujano dentista,Licenciatura,768
FESI,Hombre,9,Ciencias de la salud,Optometría,Licenciatura,218
FESI,Hombre,9,Ciencias de la salud,Estomatología pediátrica,Especialidad,1
FESI,Hombre,9,Ciencias de la salud,Ortodoncia,Especialidad,4
FESI,Hombre,9,Ciencias de la salud,Endoperiodontología,Especialidad,6
FESI,Hombre,9,Ciencias de la salud,Ciencias biomédicas,Doctorado,7
FESI,Hombre,9,Ciencias de la salud,Ciencias biomédicas,Doctorado,12
FESI,Hombre,9,Ciencias de la salud,Enfermería nefrológica,Especialidad,4
FESI,Mujer,1,Educación,Docencia para la educación media superior,Maestría,47
FESI,Mujer,1,Educación,Docencia para la educación media superior,Maestría,42
FESI,Mujer,1,Educación,Docencia para la educación media superior,Maestría,22
FESI,Mujer,1,Educación,Dems biología,Maestría,1
FESI,Mujer,1,Educación,Docencia para la educación media superior,Maestría,25
FESI,Mujer,1,Educación,Dems psicología,Maestría,14
FESI,Mujer,1,Educación,Dems psicología,Maestría,16
FESI,Mujer,1,Educación,Docencia para la educación media superior,Maestría,52
FESI,Mujer,1,Educación,Dems psicología,Maestría,5
FESI,Mujer,1,Educación,Dems psicología,Maestría,9
FESI,Mujer,1,Educación,Dems biología,Maestría,10
FESI,Mujer,3,Ciencias sociales y derecho,Psicología en sistema de educación básica y a distancia,Licenciatura,2413
FESI,Mujer,3,Ciencias sociales y derecho,Psicología,Maestría,65
FESI,Mujer,3,Ciencias sociales y derecho,Psicología,Maestría,57
FESI,Mujer,3,Ciencias sociales y derecho,Psicología,Licenciatura,1790
FESI,Mujer,3,Ciencias sociales y derecho,Psicología,Licenciatura,4557
FESI,Mujer,3,Ciencias sociales y derecho,Psicología,Maestría,50
FESI,Mujer,3,Ciencias sociales y derecho,Psicología en sistema de educación básica y a distancia,Licenciatura,2790
FESI,Mujer,3,Ciencias sociales y derecho,Psicología,Doctorado,29
FESI,Mujer,3,Ciencias sociales y derecho,Psicología,Licenciatura,1649
FESI,Mujer,3,Ciencias sociales y derecho,Psicología,Doctorado,19
FESI,Mujer,3,Ciencias sociales y derecho,Psicología,Maestría,57
FESI,Mujer,3,Ciencias sociales y derecho,Psicología,Licenciatura,1869
FESI,Mujer,3,Ciencias sociales y derecho,Psicología,Doctorado,33
FESI,Mujer,3,Ciencias sociales y derecho,Psicología en sistema de educación básica y a distancia,Licenciatura,2701
FESI,Mujer,3,Ciencias sociales y derecho,Psicología,Maestría,27
FESI,Mujer,3,Ciencias sociales y derecho,Psicología,Licenciatura,4596
FESI,Mujer,3,Ciencias sociales y derecho,Psicología,Doctorado,30
FESI,Mujer,3,Ciencias sociales y derecho,Psicología,Doctorado,35
FESI,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias biológicas,Doctorado,17
FESI,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias biológicas,Doctorado,8
FESI,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias (neurobiología),Maestría,4
FESI,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias (neurobiología),Maestría,5
FESI,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias biológicas,Maestría,16
FESI,Mujer,5,"Ciencias naturales, matemáticas y estadística",Biología,Licenciatura,1136
FESI,Mujer,5,"Ciencias naturales, matemáticas y estadística",Biología,Licenciatura,1150
FESI,Mujer,5,"Ciencias naturales, matemáticas y estadística",Biología,Licenciatura,1094
FESI,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias (neurobiología),Maestría,6
FESI,Mujer,5,"Ciencias naturales, matemáticas y estadística",Biología,Licenciatura,935
FESI,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias biológicas,Maestría,3
FESI,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias biológicas,Maestría,10
FESI,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias del mar y limnología,Doctorado,9
FESI,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias biológicas,Maestría,17
FESI,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias biológicas,Doctorado,13
FESI,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias del mar y limnología,Maestría,2
FESI,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias biológicas,Maestría,20
FESI,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias biológicas,Doctorado,22
FESI,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias biológicas,Doctorado,20
FESI,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias del mar y limnología,Doctorado,5
FESI,Mujer,5,"Ciencias naturales, matemáticas y estadística",Biología,Licenciatura,1019
FESI,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias del mar y limnología,Maestría,2
FESI,Mujer,9,Ciencias de la salud,Enfermería,Licenciatura,887
FESI,Mujer,9,Ciencias de la salud,Ortodoncia,Especialidad,22
FESI,Mujer,9,Ciencias de la salud,Estomatología pediátrica,Especialidad,11
FESI,Mujer,9,Ciencias de la salud,Enfermería en salud laboral,Especialidad,5
FESI,Mujer,9,Ciencias de la salud,Ciencias biomédicas,Doctorado,15
FESI,Mujer,9,Ciencias de la salud,Enfermería nefrológica,Especialidad,10
FESI,Mujer,9,Ciencias de la salud,Enfermería,Licenciatura,975
FESI,Mujer,9,Ciencias de la salud,Endoperiodontología,Especialidad,5
FESI,Mujer,9,Ciencias de la salud,Ortodoncia,Especialidad,29
FESI,Mujer,9,Ciencias de la salud,Enfermería,Licenciatura,847
FESI,Mujer,9,Ciencias de la salud,Cirujano dentista,Licenciatura,1492
FESI,Mujer,9,Ciencias de la salud,Enfermería nefrológica,Especialidad,12
FESI,Mujer,9,Ciencias de la salud,Médico cirujano,Licenciatura,2282
FESI,Mujer,9,Ciencias de la salud,Médico cirujano,Licenciatura,2601
FESI,Mujer,9,Ciencias de la salud,Ciencias (neurología),Maestría,3
FESI,Mujer,9,Ciencias de la salud,Enfermería neurológica,Especialidad,12
FESI,Mujer,9,Ciencias de la salud,Médico cirujano,Licenciatura,2196
FESI,Mujer,9,Ciencias de la salud,Enfermería,Maestría,8
FESI,Mujer,9,Ciencias de la salud,Ciencias biomédicas,Doctorado,6
FESI,Mujer,9,Ciencias de la salud,Cirujano dentista,Licenciatura,1610
FESI,Mujer,9,Ciencias de la salud,Cirujano dentista,Licenciatura,1491
FESI,Mujer,9,Ciencias de la salud,Optometría,Licenciatura,306
FESI,Mujer,9,Ciencias de la salud,Optometría,Licenciatura,276
FESI,Mujer,9,Ciencias de la salud,Ciencias biomédicas,Doctorado,5
FESI,Mujer,9,Ciencias de la salud,Enfermería en salud laboral,Especialidad,5
FESI,Mujer,9,Ciencias de la salud,Endoperiodontología,Especialidad,21
FESI,Mujer,9,Ciencias de la salud,Cirujano dentista,Licenciatura,1669
FESI,Mujer,9,Ciencias de la salud,Enfermería,Licenciatura,1013
FESI,Mujer,9,Ciencias de la salud,Médico cirujano,Licenciatura,2245
FESI,Mujer,9,Ciencias de la salud,Enfermería en salud en el trabajo,Especialidad,9
FESI,Mujer,9,Ciencias de la salud,Médico cirujano,Licenciatura,2295
FESI,Mujer,9,Ciencias de la salud,Estomatología pediátrica,Especialidad,9
FESI,Mujer,9,Ciencias de la salud,Endoperiodontología,Especialidad,22
FESI,Mujer,9,Ciencias de la salud,Ortodoncia,Especialidad,30
FESI,Mujer,9,Ciencias de la salud,Optometría,Licenciatura,314
FESI,Mujer,9,Ciencias de la salud,Optometría,Licenciatura,277
FESI,Mujer,9,Ciencias de la salud,Enfermería,Maestría,5
FESI,Mujer,9,Ciencias de la salud,Enfermería,Licenciatura,862
FESI,Mujer,9,Ciencias de la salud,Enfermería neurológica,Especialidad,11
FESI,Mujer,9,Ciencias de la salud,Estomatología pediátrica,Especialidad,9
FESI,Mujer,9,Ciencias de la salud,Endoperiodontología,Especialidad,13
FESI,Mujer,9,Ciencias de la salud,Ortodoncia,Especialidad,32
FESI,Mujer,9,Ciencias de la salud,Cirujano dentista,Licenciatura,1512
FESI,Mujer,9,Ciencias de la salud,Optometría,Licenciatura,305
FESI,Mujer,9,Ciencias de la salud,Estomatología pediátrica,Especialidad,9
FESI,Mujer,9,Ciencias de la salud,Estomatología pediátrica,Especialidad,6
FESI,Mujer,9,Ciencias de la salud,Ortodoncia,Especialidad,5
FESI,Mujer,9,Ciencias de la salud,Endoperiodontología,Especialidad,18
FESI,Mujer,9,Ciencias de la salud,Ciencias biomédicas,Doctorado,3
FESI,Mujer,9,Ciencias de la salud,Enfermería,Maestría,7
FESI,Mujer,9,Ciencias de la salud,Ciencias biomédicas,Doctorado,9
FESI,Mujer,9,Ciencias de la salud,Enfermería nefrológica,Especialidad,11
CCG,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias genómicas,Licenciatura,49
CCG,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias genómicas,Licenciatura,39
CCG,Hombre,9,Ciencias de la salud,Ciencias biomédicas,Doctorado,23
CCG,Hombre,9,Ciencias de la salud,Ciencias biomédicas,Doctorado,24
CCG,Hombre,9,Ciencias de la salud,Ciencias biomédicas,Doctorado,22
CCG,Hombre,9,Ciencias de la salud,Ciencias biomédicas,Doctorado,26
CCG,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias genómicas,Licenciatura,33
CCG,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias genómicas,Licenciatura,40
CCG,Mujer,9,Ciencias de la salud,Ciencias biomédicas,Doctorado,30
CCG,Mujer,9,Ciencias de la salud,Ciencias biomédicas,Doctorado,31
CCG,Mujer,9,Ciencias de la salud,Ciencias biomédicas,Doctorado,16
CCG,Mujer,9,Ciencias de la salud,Ciencias biomédicas,Doctorado,29
CCM,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias matemáticas,Doctorado,22
CCM,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias matemáticas,Maestría,22
CCM,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias matemáticas,Doctorado,19
CCM,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias matemáticas,Maestría,18
CCM,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias matemáticas,Doctorado,2
CCM,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias matemáticas,Maestría,2
CCM,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias matemáticas,Maestría,8
CFATA,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencia e ingeniería de materiales,Maestría,16
CFATA,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencia e ingeniería de materiales,Maestría,16
CFATA,Hombre,6,Tecnologías de la información y la comunicación,Tecnología,Licenciatura,23
CFATA,Hombre,6,Tecnologías de la información y la comunicación,Tecnología,Licenciatura,4
CFATA,Hombre,7,"Ingeniería, manufactura y construcción",Ciencia e ingeniería de materiales,Doctorado,8
CFATA,Hombre,7,"Ingeniería, manufactura y construcción",Ciencia e ingeniería de materiales,Doctorado,7
CFATA,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencia e ingeniería de materiales,Maestría,8
CFATA,Mujer,6,Tecnologías de la información y la comunicación,Tecnología,Licenciatura,2
CFATA,Mujer,7,"Ingeniería, manufactura y construcción",Ciencia e ingeniería de materiales,Doctorado,5
CFATA,Mujer,7,"Ingeniería, manufactura y construcción",Ciencia e ingeniería de materiales,Doctorado,2
CG,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias de la tierra,Maestría,5
CG,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias de la tierra,Doctorado,16
CG,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias de la tierra,Doctorado,16
CG,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias de la tierra,Maestría,9
CG,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias de la tierra,Maestría,7
CG,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias de la tierra,Doctorado,10
CG,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias de la tierra,Doctorado,13
CG,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias de la tierra,Maestría,5
CIGA,Hombre,5,"Ciencias naturales, matemáticas y estadística",Geografía,Maestría,5
CIGA,Hombre,5,"Ciencias naturales, matemáticas y estadística",Geografía,Maestría,6
CIGA,Hombre,5,"Ciencias naturales, matemáticas y estadística",Geografía,Doctorado,4
CIGA,Hombre,5,"Ciencias naturales, matemáticas y estadística",Geografía,Doctorado,5
CIGA,Mujer,5,"Ciencias naturales, matemáticas y estadística",Geografía,Maestría,10
CIGA,Mujer,5,"Ciencias naturales, matemáticas y estadística",Geografía,Maestría,8
CIGA,Mujer,5,"Ciencias naturales, matemáticas y estadística",Geografía,Doctorado,6
CIGA,Mujer,5,"Ciencias naturales, matemáticas y estadística",Geografía,Doctorado,9
CIMCFS,Hombre,3,Ciencias sociales y derecho,Antropología,Maestría,1
CIMCFS,Hombre,3,Ciencias sociales y derecho,Antropología,Doctorado,1
CIMCFS,Hombre,3,Ciencias sociales y derecho,Antropología,Maestría,4
CIMCFS,Mujer,3,Ciencias sociales y derecho,Antropología,Maestría,1
CIMCFS,Mujer,3,Ciencias sociales y derecho,Antropología,Maestría,1
CNN,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias (física),Maestría,2
CNN,Hombre,5,"Ciencias naturales, matemáticas y estadística",Nanotecnología,Licenciatura,63
CNN,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias (física),Maestría,3
CNN,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias (física),Doctorado,2
CNN,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencia e ingeniería de materiales,Maestría,11
CNN,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencia e ingeniería de materiales,Maestría,8
CNN,Hombre,5,"Ciencias naturales, matemáticas y estadística",Nanotecnología,Licenciatura,67
CNN,Hombre,7,"Ingeniería, manufactura y construcción",Ciencia e ingeniería de materiales,Doctorado,2
CNN,Hombre,7,"Ingeniería, manufactura y construcción",Ciencia e ingeniería de materiales,Doctorado,4
CNN,Mujer,5,"Ciencias naturales, matemáticas y estadística",Nanotecnología,Licenciatura,32
CNN,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencia e ingeniería de materiales,Maestría,4
CNN,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias (física),Doctorado,2
CNN,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencia e ingeniería de materiales,Maestría,5
CNN,Mujer,5,"Ciencias naturales, matemáticas y estadística",Nanotecnología,Licenciatura,28
CPHCS,Hombre,3,Ciencias sociales y derecho,Trabajo social,Maestría,3
CPHCS,Hombre,3,Ciencias sociales y derecho,Desarrollo y gestión interculturales,Licenciatura,2
CPHCS,Hombre,3,Ciencias sociales y derecho,Trabajo social,Maestría,2
CPHCS,Mujer,3,Ciencias sociales y derecho,Trabajo social,Maestría,8
CPHCS,Mujer,3,Ciencias sociales y derecho,Desarrollo y gestión interculturales,Licenciatura,1
CPHCS,Mujer,3,Ciencias sociales y derecho,Desarrollo y gestión interculturales,Licenciatura,7
CPHCS,Mujer,3,Ciencias sociales y derecho,Trabajo social,Maestría,7
ENACT,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias de la tierra,Licenciatura,70
ENACT,Hombre,5,"Ciencias naturales, matemáticas y estadística",Geografía aplicada,Licenciatura,38
ENACT,Hombre,5,"Ciencias naturales, matemáticas y estadística",Geografía aplicada,Licenciatura,21
ENACT,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias de la tierra,Licenciatura,30
ENACT,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias de la tierra,Licenciatura,107
ENACT,Mujer,5,"Ciencias naturales, matemáticas y estadística",Geografía aplicada,Licenciatura,33
ENACT,Mujer,5,"Ciencias naturales, matemáticas y estadística",Geografía aplicada,Licenciatura,23
ENACT,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias de la tierra,Licenciatura,69
,Hombre,3,Ciencias sociales y derecho,Desarrollo y gestión interculturales,Licenciatura,27
,Hombre,3,Ciencias sociales y derecho,Desarrollo y gestión interculturales,Licenciatura,21
,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias de la tierra,Licenciatura,37
,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias ambientales,Licenciatura,36
,Hombre,5,"Ciencias naturales, matemáticas y estadística",Manejo sustentable de zonas costeras,Licenciatura,44
,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias ambientales,Licenciatura,45
,Hombre,5,"Ciencias naturales, matemáticas y estadística",Manejo sustentable de zonas costeras,Licenciatura,42
,Hombre,5,"Ciencias naturales, matemáticas y estadística",Geografía aplicada,Licenciatura,15
,Hombre,5,"Ciencias naturales, matemáticas y estadística",Geografía aplicada,Licenciatura,11
,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias de la tierra,Licenciatura,26
,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ecología,Licenciatura,11
,Mujer,3,Ciencias sociales y derecho,Desarrollo y gestión interculturales,Licenciatura,56
,Mujer,3,Ciencias sociales y derecho,Desarrollo y gestión interculturales,Licenciatura,70
,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias de la tierra,Licenciatura,36
,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias ambientales,Licenciatura,86
,Mujer,5,"Ciencias naturales, matemáticas y estadística",Manejo sustentable de zonas costeras,Licenciatura,99
,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias ambientales,Licenciatura,109
,Mujer,5,"Ciencias naturales, matemáticas y estadística",Manejo sustentable de zonas costeras,Licenciatura,72
,Mujer,5,"Ciencias naturales, matemáticas y estadística",Geografía aplicada,Licenciatura,9
,Mujer,5,"Ciencias naturales, matemáticas y estadística",Geografía aplicada,Licenciatura,9
,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias de la tierra,Licenciatura,25
,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ecología,Licenciatura,5
,Hombre,1,Educación,Dems ciencias sociales,Maestría,1
,Hombre,1,Educación,Docencia para la educación media superior,Maestría,2
,Hombre,1,Educación,Docencia para la educación media superior,Maestría,2
,Hombre,1,Educación,Dems biología,Maestría,1
,Hombre,2,Artes y humanidades,Geohistoria,Licenciatura,31
,Hombre,2,Artes y humanidades,Historia del arte,Maestría,3
,Hombre,2,Artes y humanidades,Literatura intercultural,Licenciatura,34
,Hombre,2,Artes y humanidades,Historia del arte,Maestría,10
,Hombre,2,Artes y humanidades,Historia del arte,Licenciatura,47
,Hombre,2,Artes y humanidades,Geohistoria,Licenciatura,41
,Hombre,2,Artes y humanidades,Arte y diseño,Licenciatura,62
,Hombre,2,Artes y humanidades,Música y tecnología artística,Licenciatura,63
,Hombre,2,Artes y humanidades,Arte y diseño,Licenciatura,68
,Hombre,2,Artes y humanidades,Literatura intercultural,Licenciatura,39
,Hombre,2,Artes y humanidades,Historia del arte,Licenciatura,43
,Hombre,2,Artes y humanidades,Música y tecnología artística,Licenciatura,65
,Hombre,3,Ciencias sociales y derecho,Administración de archivos y gestión documental,Licenciatura,107
,Hombre,3,Ciencias sociales y derecho,Estudio social y gestión local,Licenciatura,27
,Hombre,3,Ciencias sociales y derecho,Antropología,Doctorado,1
,Hombre,3,Ciencias sociales y derecho,Estudio social y gestión local,Licenciatura,33
,Hombre,3,Ciencias sociales y derecho,Administración de archivos y gestión documental,Licenciatura,69
,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias biológicas,Doctorado,7
,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias ambientales,Licenciatura,85
,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ecología,Licenciatura,39
,Hombre,5,"Ciencias naturales, matemáticas y estadística",Geociencias,Licenciatura,53
,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias biológicas,Maestría,6
,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias de la tierra,Maestría,1
,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias de la sostenibilidad,Maestría,4
,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias de la tierra,Doctorado,6
,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias ambientales,Licenciatura,87
,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias biológicas,Maestría,6
,Hombre,5,"Ciencias naturales, matemáticas y estadística",Geociencias,Licenciatura,67
,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias de la sostenibilidad,Doctorado,2
,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias de la tierra,Doctorado,7
,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencia de materiales sustentables,Licenciatura,44
,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias de la sostenibilidad,Doctorado,3
,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias biológicas,Doctorado,14
,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias de la sostenibilidad,Maestría,5
,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencia de materiales sustentables,Licenciatura,30
,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ecología,Licenciatura,37
,Hombre,6,Tecnologías de la información y la comunicación,Tecnologías para la información en ciencias,Licenciatura,69
,Hombre,6,Tecnologías de la información y la comunicación,Tecnologías para la información en ciencias,Licenciatura,54
,Hombre,8,Agronomía y veterinaria,Ciencias agroforestales,Licenciatura,13
,Hombre,8,Agronomía y veterinaria,Ciencias agroforestales,Licenciatura,16
,Mujer,1,Educación,Dems ciencias sociales,Maestría,1
,Mujer,1,Educación,Dems español,Maestría,2
,Mujer,1,Educación,Docencia para la educación media superior,Maestría,4
,Mujer,1,Educación,Docencia para la educación media superior,Maestría,7
,Mujer,1,Educación,Dems biología,Maestría,1
,Mujer,2,Artes y humanidades,Geohistoria,Licenciatura,24
,Mujer,2,Artes y humanidades,Historia del arte,Maestría,10
,Mujer,2,Artes y humanidades,Literatura intercultural,Licenciatura,83
,Mujer,2,Artes y humanidades,Historia del arte,Maestría,16
,Mujer,2,Artes y humanidades,Historia del arte,Licenciatura,100
,Mujer,2,Artes y humanidades,Geohistoria,Licenciatura,36
,Mujer,2,Artes y humanidades,Arte y diseño,Licenciatura,111
,Mujer,2,Artes y humanidades,Música y tecnología artística,Licenciatura,12
,Mujer,2,Artes y humanidades,Arte y diseño,Licenciatura,106
,Mujer,2,Artes y humanidades,Literatura intercultural,Licenciatura,92
,Mujer,2,Artes y humanidades,Historia del arte,Licenciatura,88
,Mujer,2,Artes y humanidades,Música y tecnología artística,Licenciatura,9
,Mujer,3,Ciencias sociales y derecho,Administración de archivos y gestión documental,Licenciatura,115
,Mujer,3,Ciencias sociales y derecho,Estudio social y gestión local,Licenciatura,58
,Mujer,3,Ciencias sociales y derecho,Antropología,Doctorado,2
,Mujer,3,Ciencias sociales y derecho,Estudio social y gestión local,Licenciatura,72
,Mujer,3,Ciencias sociales y derecho,Administración de archivos y gestión documental,Licenciatura,135
,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias biológicas,Doctorado,7
,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias ambientales,Licenciatura,183
,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ecología,Licenciatura,59
,Mujer,5,"Ciencias naturales, matemáticas y estadística",Geociencias,Licenciatura,51
